date,Crakehill,Skip Bridge,Westwick,Skelton,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme
24/04/1996,18.9,4.12,30.626,50.88,0,0,80,10.4
25/04/1996,16.7,3.651,26.72,48.77,0,23.2,13.6,1.6
26/04/1996,13.4,3.142,16.2,35.72,0,0.8,16,0
27/04/1996,10.7,2.803,13.66,26.47,0,0,12,0
28/04/1996,9.81,2.631,11.89,23.78,0,5.6,19.2,0
29/04/1996,8.59,2.754,9.709,19.78,0,0.8,29.6,0
30/04/1996,8.58,4.002,11.34,20.01,0,36.8,27.2,0
01/05/1996,14.2,9.681,35.408,36.92,0,15.2,38.4,16
02/05/1996,47.6,33.618,55.277,118,0,20.8,0.8,4
03/05/1996,26.1,16.146,24.122,79.52,0,0,8,0
04/05/1996,14.8,8.355,15.955,42.63,0,0,0,0
05/05/1996,11.7,6.172,12.673,30.78,0,0,0,0
06/05/1996,10.1,5.05,10.639,25.43,0,11.2,3.2,0
07/05/1996,9.06,4.343,9.415,22.11,0,0,0,0
08/05/1996,8.34,3.847,8.366,19.42,0,4,0,0
09/05/1996,7.82,3.549,7.663,17.46,0.8,0,0,0.8
10/05/1996,7.43,3.403,7.293,16.54,14.4,21.6,3.2,2.4
11/05/1996,7.91,3.507,7.83,16.78,11.2,10.4,1.6,4.8
12/05/1996,8.84,3.43,8.566,18.09,8.8,8,0.8,0.8
13/05/1996,9.84,3.277,8.3,19.11,0,0,0,0.8
14/05/1996,8.51,2.973,7.25,17.79,0,0,0,0
15/05/1996,7.48,2.827,6.653,15.21,0,0,0,0
16/05/1996,6.96,2.641,6.308,14.01,0,0.8,0,0
17/05/1996,6.72,2.623,6.119,13.28,2.4,2.4,0.8,0
18/05/1996,6.65,2.558,5.984,13.03,0,0,0,0
19/05/1996,6.82,2.777,5.984,13.34,8.8,24,22.4,4.8
20/05/1996,6.79,2.612,6.807,13.4,15.2,0,42.4,5.6
21/05/1996,8.38,2.541,10.011,17.43,0,0,0.8,0
22/05/1996,7.6,2.846,8.955,16.83,11.2,8.8,52,7.2
23/05/1996,11.2,4.409,18.437,27.83,3.2,2.4,7.2,1.6
24/05/1996,10.5,4.578,13.569,28.7,1.6,4,4.8,3.2
25/05/1996,8.59,3.697,10.616,22.7,0,0,11.2,0
26/05/1996,7.29,3.195,8.623,17.83,18.4,8,64.8,24.8
27/05/1996,10.8,3.925,16.267,22.79,5.6,7.2,41.2,5.6
28/05/1996,11.1,3.549,12.577,28.93,6.4,0,197.2,13.6
29/05/1996,9.59,3.417,24.597,29.35,0,0,0,6.4
30/05/1996,10.7,4.221,22.154,34.53,15.2,9.6,12.8,4.8
31/05/1996,12.6,4.017,17.429,33.95,0.8,0.8,4,0
01/06/1996,8.53,3.029,10.603,22.37,0.8,0,0.8,0.8
02/06/1996,7.66,2.626,8.536,17.71,0,4.8,158.8,0
03/06/1996,6.84,2.465,7.379,15.35,3.2,2.4,33.6,0
04/06/1996,6.21,2.343,6.75,13.49,0,4,4,0
05/06/1996,6.16,2.244,6.375,12.65,0,0,0,0
06/06/1996,5.7,2.157,5.668,10.77,3.2,0,0.8,0
07/06/1996,6.04,2.47,5.907,11.59,4,21.6,8.8,0
08/06/1996,6.9,5.387,5.884,16.58,0.8,15.2,0.8,0
09/06/1996,5.42,2.791,4.952,12.38,0.8,0,0,0
10/06/1996,5.1,2.38,4.64,10.47,1.6,3.2,7.2,0
11/06/1996,5.02,2.843,4.638,10.41,4,12.8,44,8
12/06/1996,4.91,2.915,6.525,11.46,0,0,0,0
13/06/1996,4.76,2.312,6.609,12.42,0,0,0,11.2
14/06/1996,4.49,2.105,5.199,10.31,0,0,0,0
15/06/1996,4.3,1.989,4.518,8.883,0,0,0,0
16/06/1996,4.12,1.94,4.078,8.469,0,0,0,0
17/06/1996,4.03,1.922,3.889,7.692,0,0,0,0
18/06/1996,3.91,1.821,3.844,8.196,0,0,0,0
19/06/1996,3.89,1.806,3.752,8.271,0,0,4,0
20/06/1996,3.89,1.803,3.627,7.797,0,0,0,0
21/06/1996,3.86,1.788,3.565,7.308,0,0,0,0
22/06/1996,3.79,1.783,3.517,7.858,0,0,0,0
23/06/1996,3.72,1.737,3.442,8.03,0,0,0,0
24/06/1996,3.56,1.738,3.396,7.592,0,0,0,0
25/06/1996,3.4,1.697,3.319,7.2,0,0,0,0
26/06/1996,3.53,1.781,3.364,7.301,11.2,0,14.4,0.8
27/06/1996,3.57,1.835,3.385,7.64,0,0,0,0
28/06/1996,4.02,2.642,3.821,8.891,7.2,32.8,38.4,0
29/06/1996,3.95,2.146,3.571,9.096,0.8,0,13.6,0
30/06/1996,3.59,1.792,3.537,8.009,8,0.8,42.4,0.8
01/07/1996,4.24,1.81,3.618,8.112,14.4,23.2,43.2,0.8
02/07/1996,4.27,1.959,3.605,8.743,4,2.4,0,0
03/07/1996,4.38,2.544,8.729,9.743,32,33.6,92,0
04/07/1996,7.81,3.651,23.383,25.6,17.6,8.4,33.6,0
05/07/1996,12.3,3.048,16.628,34.37,0,0,0,0
06/07/1996,6.68,2.123,8.098,19.06,0,0,0.8,0
07/07/1996,5.18,1.926,6.111,12.78,16,10.4,9.6,0
08/07/1996,5.2,2.001,5.034,11.23,0,0,0,0
09/07/1996,4.57,1.836,4.432,9.98,0,1.6,4,26
10/07/1996,4.06,1.758,3.894,8.654,0,0,0,0
11/07/1996,3.77,1.71,3.901,7.911,0.8,8,23.2,0
12/07/1996,3.65,1.736,3.689,7.658,0.8,4.8,16.8,0
13/07/1996,3.51,1.648,3.558,7.172,0,0,50.4,0
14/07/1996,3.38,1.605,3.589,6.912,0,0,0,0
15/07/1996,3.18,1.549,3.584,7.047,0,0,0,0
16/07/1996,3.04,1.507,3.425,6.94,0,0,0,0
17/07/1996,3,1.493,3.229,6.478,0,0,0,0
18/07/1996,2.91,1.484,3.12,6.009,0,0,0,0
19/07/1996,2.84,1.464,2.997,5.982,0,0,0,0
20/07/1996,2.68,1.478,2.85,5.672,0,0,0,0
21/07/1996,2.58,1.43,2.724,5.357,0,0,0,0
22/07/1996,2.5,1.426,2.712,5.322,0,0,0,0
23/07/1996,2.59,1.423,3.125,5.333,3.2,33.6,0,0
24/07/1996,3.95,1.58,3.16,6.615,6.4,1.6,6.4,0
25/07/1996,3.28,1.473,2.838,6.829,0,0,0,0
26/07/1996,3,1.412,2.659,5.903,0,0,5.6,0
27/07/1996,2.82,1.413,2.559,5.732,0,0,0,0
28/07/1996,2.84,1.436,2.684,5.714,4,7.2,16.8,0
29/07/1996,3.04,2.274,2.986,6.648,10.4,18.4,62.8,0
30/07/1996,3.13,3.003,7.37,11.01,0.8,0,12,0
31/07/1996,3.47,1.945,5.133,9.931,0,0,0.8,0
01/08/1996,3.18,1.664,5.001,9.123,0,0,0,0
02/08/1996,3.05,1.522,3.829,7.617,0,0,0,0
03/08/1996,2.8,1.459,3.557,6.872,0,0,0,0
04/08/1996,2.7,1.449,3.316,6.422,0,0,0,0
05/08/1996,2.65,1.452,3.182,5.958,0,0,0,0
06/08/1996,3.01,1.644,3.359,6.738,4.8,28,24,4
07/08/1996,3.29,2.29,3.505,7.952,1.6,10,26.4,0
08/08/1996,3.21,1.795,3.234,7.691,0.8,0,18.4,0
09/08/1996,3.21,1.628,3.29,7.371,0,5.2,0,0
10/08/1996,3.46,1.845,3.593,7.712,32.8,14.8,59.6,0
11/08/1996,5.07,2.174,9.281,13.39,3.2,14.4,0.8,0
12/08/1996,4.9,1.732,5.706,12.9,0.8,0,2.4,0
13/08/1996,3.9,1.558,4.176,9.586,0,0,0,0
14/08/1996,3.39,1.503,3.637,7.949,0,0,0,0
15/08/1996,3.1,1.468,3.429,7.109,0,0,0,0
16/08/1996,2.92,1.457,3.123,6.453,0,0,0,0
17/08/1996,2.78,1.423,2.947,6.105,0,0,0,0
18/08/1996,2.68,1.4,2.788,5.531,0,0,0,0
19/08/1996,2.6,1.386,2.659,5.647,0,0,0,0
20/08/1996,2.53,1.458,2.599,5.224,2.4,3.2,16,0
21/08/1996,2.56,1.72,2.551,5.266,0.8,2.4,10.4,0
22/08/1996,3.13,1.555,2.794,5.648,21.6,31.2,54.4,0
23/08/1996,3.37,3.543,3.186,8.521,13.6,19.2,24.4,0
24/08/1996,4.06,3.492,4.404,10.66,2.4,34.4,80.8,0
25/08/1996,4.42,2.717,10.481,14.88,4,5.6,16,0
26/08/1996,4.53,2.242,11.785,15.74,3.2,30.4,72.8,0
27/08/1996,13.9,10.682,29.987,41.07,16.8,17.6,18.8,0
28/08/1996,14.7,4.387,18.813,40.86,28,8.8,16.8,0
29/08/1996,13,3.64,15.604,33.38,0,0,0,0
30/08/1996,7.9,2.411,8.46,20.9,0,0,0,0
31/08/1996,5.84,2.049,6.174,14.13,0,0,0,0
01/09/1996,4.89,1.873,5.062,11.17,2.4,8.8,4.8,0
02/09/1996,4.67,1.902,4.524,10.04,9.6,12.8,5.6,0
03/09/1996,4.63,1.983,4.1,10,0,0,0.8,0.8
04/09/1996,4.37,2.007,3.96,9.021,2.4,7.2,14,0
05/09/1996,4.08,1.89,3.932,8.54,0,0,0,0
06/09/1996,3.71,1.754,3.645,8.07,0,0,0,0
07/09/1996,3.51,1.713,3.58,7.754,0,0,0,0
08/09/1996,3.36,1.676,3.401,7.491,0,0,0,0
09/09/1996,3.24,1.66,3.228,7.281,0,0,0,0
10/09/1996,3.16,1.652,3.16,7.106,0,0,0,0
11/09/1996,3.1,1.633,3.238,7.065,0.8,2.4,4.8,1.6
12/09/1996,3.01,1.606,3.008,6.878,0,0,0,0
13/09/1996,2.87,1.55,2.88,6.452,0,0,0,0
14/09/1996,2.8,1.536,2.864,6.339,0,0,0,0
15/09/1996,2.75,1.541,2.812,6.254,0,0,0,0
16/09/1996,2.69,1.522,2.735,6.127,0,0,0,0
17/09/1996,2.62,1.504,2.699,6.02,0,0,0,0
18/09/1996,2.61,1.49,2.641,6.131,3.2,5.6,0,0
19/09/1996,2.6,1.488,2.658,5.944,0.8,2.4,0.8,8
20/09/1996,2.66,1.547,2.673,5.902,3.2,3.2,13.6,7.2
21/09/1996,2.67,1.571,2.631,5.961,0.8,0,0,0
22/09/1996,2.63,1.531,2.685,5.918,0,0,0,0
23/09/1996,2.6,1.539,2.696,5.828,0,0,0,0
24/09/1996,2.57,1.505,2.692,5.828,0.8,3.2,8.8,4
25/09/1996,2.65,1.543,2.63,5.945,0.8,3.2,5.6,6.4
26/09/1996,2.74,1.534,2.682,5.983,8.8,8,41.6,32.8
27/09/1996,2.78,1.649,2.669,5.956,1.6,0,14.4,1.6
28/09/1996,2.93,1.579,4.151,6.779,20,8,50.4,54.4
29/09/1996,20.5,2.676,65.227,51.87,30.4,9.6,96,74.4
30/09/1996,21.1,2.832,35.481,71.44,0,1.6,4.8,0.8
01/10/1996,9.08,2.019,14.85,32,4,0.8,7.2,0.8
02/10/1996,6.19,1.773,9.211,18.31,0,0,1.6,0.8
03/10/1996,4.82,1.694,12.559,13.85,19.2,5.6,32,52
04/10/1996,13.1,2.081,31.049,37.8,10.4,4.8,25.6,16.8
05/10/1996,11.8,2.982,19.642,36.52,0.8,0,0,0
06/10/1996,7.35,2.104,10.935,22.54,3.2,8,2.4,1.6
07/10/1996,5.74,1.956,8.369,16.22,0,0,3.2,1.6
08/10/1996,5.08,1.933,7.221,13.6,1.6,9.6,9.6,2.4
09/10/1996,4.73,1.939,6.513,12.07,0,0,6.4,0
10/10/1996,4.31,1.795,5.724,11.03,0,0,0,0
11/10/1996,3.92,1.713,5.062,9.606,0,0,0,0
12/10/1996,3.7,1.668,4.62,8.741,0,4,0.8,5.6
13/10/1996,3.5,1.661,4.364,8.164,0,0,0,0
14/10/1996,3.43,1.638,4.264,7.69,2.4,0.8,6.4,6.4
15/10/1996,3.49,1.812,4.412,7.715,10.4,18.8,20,18.4
16/10/1996,4.88,1.969,8.534,11.21,4.8,0.8,8.8,17.6
17/10/1996,8.33,1.838,11.855,17.71,0,0,0.8,0
18/10/1996,6.37,2.697,9.901,16.85,15.2,10.4,44,28
19/10/1996,9.13,2.824,17.65,23.62,1.6,6.4,3.2,4
20/10/1996,7.82,2.82,15.329,22.18,10.4,12.8,54.4,32.8
21/10/1996,9.79,4.987,28.486,37.14,0,0,0,0
22/10/1996,7.76,2.729,12.977,25.09,0,0,2.4,0.8
23/10/1996,5.8,2.262,9.317,16.65,0,0,0,0
24/10/1996,5.14,2.087,7.56,12.93,10.4,33.2,16,8
25/10/1996,5.28,2.873,8.121,12.55,5.6,3.2,8,11.2
26/10/1996,18.3,4.098,40.411,34.69,25.6,9.6,41.6,37.6
27/10/1996,40.1,4.699,56.899,80.15,20.8,12.8,44.8,36
28/10/1996,32.8,4.519,41.524,77.41,16.8,8,49.6,28.8
29/10/1996,29.2,4.715,34.34,67.79,0,6.4,0.8,3.2
30/10/1996,12.7,3.52,16.823,38.05,0,0,1.6,0
31/10/1996,9.03,3.366,18.124,24.68,5.6,0.8,37.6,31.2
01/11/1996,14.2,4.067,25.078,39.27,8.8,0,3.2,4
02/11/1996,19.3,3.474,26.473,37.38,6.4,0,8,8
03/11/1996,17.8,3.235,23.3,42.33,8,0.8,24,13.6
04/11/1996,23.5,4.901,36.965,49.2,33.6,16,89.2,62.4
05/11/1996,35.8,13.911,61.838,91.77,35.2,19.2,84,88.8
06/11/1996,69.5,23.755,111.075,154.4,23.2,23.2,32.8,17.6
07/11/1996,45.7,18.248,43.975,117.6,0,0,0.8,0
08/11/1996,17.5,9.113,25.22,59.85,13.6,4,30.4,9.6
09/11/1996,15.8,8.606,25.372,46.17,7.2,2.4,30.4,1.6
10/11/1996,13.3,7.022,18.681,39.79,0,0,1.6,0
11/11/1996,11,6.059,14.668,31.34,56.8,26.4,32,9.6
12/11/1996,59.9,10.404,53.074,78.98,22.4,23.2,29.6,9.6
13/11/1996,31,13.899,25.336,81.29,0,0,0,0
14/11/1996,14.9,12.495,17.109,45.83,0.8,4,7.2,2.4
15/11/1996,12.3,10.223,14.12,36.09,0,0,0,0.8
16/11/1996,10.5,6.645,12.06,27.91,1.6,6.4,9.6,6.4
17/11/1996,10.2,6.477,14.732,26.47,15.2,13.6,16,12
18/11/1996,12.9,4.464,16.044,31.63,0,0,0,0
19/11/1996,10,3.751,11.601,24.98,8,32,26.4,0
20/11/1996,12.9,10.157,14.254,29.56,32.8,36,20.8,0
21/11/1996,12,6.552,13.046,32.17,5.6,6.4,0.8,3.2
22/11/1996,10.7,6.438,13.007,26.12,23.6,14,32.8,12.8
23/11/1996,10.9,6.635,14.242,30.39,0.8,0,9.6,0.8
24/11/1996,9.68,5.189,11.872,26,9.6,26.4,44,20
25/11/1996,12,13.428,37.127,37.26,23.2,8,16.4,8
26/11/1996,41.4,26.014,46.587,100.2,0,14.4,17.6,0
27/11/1996,20.7,14.866,23.632,67.15,0,0,172.8,0
28/11/1996,14.2,6.06,16.733,38.86,0.8,5.6,137.2,21.6
29/11/1996,14,15.096,38.259,48.78,8,2.4,69.6,20.8
30/11/1996,27.7,14.626,46.76,73.56,1.6,0,19.2,5.6
01/12/1996,44.6,11.867,46.032,82.03,28.8,15.2,32.4,11.2
02/12/1996,59,12.96,45.474,105.5,5.6,0.8,152.8,34.4
03/12/1996,27.9,23.289,60.587,88.79,38.4,54.4,144.4,52
04/12/1996,56,25.597,66.234,134.8,26.4,0.8,75.2,16
05/12/1996,35,18.114,40.496,99.48,2.4,0,0.8,0
06/12/1996,19.6,13.466,25.387,63.44,0.8,0,78,0
07/12/1996,14.9,9.028,18.862,44.59,0.8,0,1.6,0
08/12/1996,14.4,8.244,16.734,37.22,0,0,3.2,0
09/12/1996,24.2,7.267,20.364,48.03,0,0,18.4,0
10/12/1996,17.1,5.188,15.661,39.46,0,0,0,0
11/12/1996,13.4,4.874,13.089,31.23,0,0,30.4,0
12/12/1996,12.1,4.665,11.688,27.67,4.8,5.6,0,0
13/12/1996,11.2,4.46,10.585,25.2,0,8.8,0,0
14/12/1996,9.94,4.239,9.455,22.72,0,0,9.6,4
15/12/1996,10.9,4.195,10.272,21.94,7.2,0.8,21.6,8
16/12/1996,12.7,4.065,12.377,27.14,6.4,2.4,17.6,3.2
17/12/1996,12.3,4.004,12.46,28.11,1.6,0,14.4,3.2
18/12/1996,11.3,5.387,13.225,26.62,24,42.4,40,20
19/12/1996,76.1,51.522,99.631,143.4,64.8,74.4,55.2,63.2
20/12/1996,90.5,67.316,68.354,220,12,0.8,23.2,12.8
21/12/1996,40.1,35.455,36.266,139.9,0,0,0,0
22/12/1996,21.7,20.256,24.552,80.7,0,0,0,0
23/12/1996,17.2,15.527,19.237,58.84,6.4,0,0,1.6
24/12/1996,14.9,11.158,16.356,46.48,0,0,0,0
25/12/1996,13,8.684,14.206,39.75,0,3.2,0.8,1.6
26/12/1996,11.7,6.075,12.671,33.06,0,0.8,0,0
27/12/1996,10.9,5.721,11.558,29.52,1.6,14.4,8.8,3.2
28/12/1996,11.1,5.486,11.411,28.67,11.2,11.2,4.8,4.8
29/12/1996,12.1,5.329,11.781,29.31,3.2,4.8,0,0.8
30/12/1996,15.8,6.177,14.255,34.28,12.8,6.4,5.6,4
31/12/1996,16.8,5.829,13.549,39.42,4.8,9.6,6.4,0.8
